"Year","Measure","value.Q","value.HEC","diff","mean","pdiff"
1973,"Q030-pp",0.387755102040816,0.3061,0.081655102040816,0.346927551020408,0.235366438325945
1973,"Q060-avg",5.382,5.089,0.292999999999999,5.2355,0.0559640912997802
1973,"Q060-pp",0.510204081632653,0.2653,0.244904081632653,0.387752040816327,0.631599723155709
1973,"Q090-avg",6.156,5.539,0.617,5.8475,0.105515177426251
1973,"Q090-pp",0.653061224489796,0.3061,0.346961224489796,0.479580612244898,0.723467996059482
1974,"Q001-avg",3.11,3.28,-0.17,3.195,0.05320813771518
1974,"Q001-pp",0.102040816326531,0.102,4.08163265310096e-05,0.102020408163265,0.000400080016007095
1974,"Q003-avg",4.473,3.443,1.03,3.958,0.260232440626579
1974,"Q003-pp",0.489795918367347,0.0816,0.408195918367347,0.285697959183673,1.42876735813475
1974,"Q007-avg",4.57,3.713,0.857,4.1415,0.206929856332247
1974,"Q007-pp",0.428571428571429,0.102,0.326571428571429,0.265285714285715,1.23101777059774
1974,"Q015-avg",4.7,4.23,0.47,4.465,0.105263157894737
1974,"Q015-pp",0.428571428571429,0.1837,0.244871428571429,0.306135714285715,0.799878671924217
1974,"Q030-avg",4.836,5.64,-0.803999999999999,5.238,0.153493699885452
1974,"Q030-pp",0.346938775510204,0.7143,-0.367361224489796,0.530619387755102,0.692325295621021
1974,"Q060-avg",5.089,6.495,-1.406,5.792,0.24274861878453
1974,"Q060-pp",0.346938775510204,0.6939,-0.346961224489796,0.520419387755102,0.666695424216341
1974,"Q090-avg",5.539,6.758,-1.219,6.1485,0.198259738147516
1974,"Q090-pp",0.408163265306122,0.6327,-0.224536734693878,0.520431632653061,0.431443287851725
1975,"Q001-avg",3.28,6.43,-3.15,4.855,0.648815653964985
1975,"Q001-pp",0.122448979591837,0.9592,-0.836751020408163,0.540824489795919,1.54717664639024
1975,"Q003-avg",3.443,6.713,-3.27,5.078,0.643954312721544
1975,"Q003-pp",0.102040816326531,0.9592,-0.857159183673469,0.530620408163266,1.61539053245335
1975,"Q007-avg",3.713,6.923,-3.21,5.318,0.603610379842046
1975,"Q007-pp",0.122448979591837,0.9592,-0.836751020408163,0.540824489795919,1.54717664639024
1975,"Q015-avg",4.23,7.053,-2.823,5.6415,0.500398830098378
